;Abies;Acer campestre-type;Alnus;Apiaceae;Armeria-type;Artemisia;Asteraceae;Betula;Botryococcus;Brassicaceae;Buxus;Callidina angusticollis;Campanulaceae;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Castanea sativa;Centaurea;Cerealia-type;Chenopodiaceae/Amaranthaceae;Callina vulgaris;Corylus;Crepis-type;Cyperaceae;Entophlyctis lobata;Euhedra distachya-type;Ephedra fragilis-type;Ericaceae;Euphorbiaceae;Fagus;Filipendula;Fraxinus;Hedera;Helianthemum;Hippophae rhamnoides;Ilex;Juglans;Juniperus;Mercuriales-type;Onagraceae;Oxalis stricta;Picea;Pinus;Plantaginaceae;Poaceae;Polygonum;Populus;Quercus;Ranunculus acris-type;Rosaceae;Rubiaceae;Rumex;Salix;Saxifragaceae;Scrophularia-type;Senecio-type;Taxus;Thalictrum;Tilia;Trifolium-type;Ulmus;Varia
X29770.8825027246.1;0;0;0,009;0,006;0;0,015;0;0,058;0,003;0;0;0;0;0,003;0;0;0;0;0;0;0,003;0;0,012;0;0;0;0;0;0,006;0,003;0;0;0;0;0;0;0,003;0;0;0;0,489;0,365;0;0,033;0;0;0;0,006;0;0;0;0;0;0;0;0;0,003;0;0;0;0
X29973.0408925045.1;0;0;0;0;0;0,006;0;0,071;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0,031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,218;0,669;0,003;0,029;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003
X30175.1992822845.1;0,013;0;0;0,007;0;0,003;0;0,04;0,003;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,232;0,662;0;0,03;0,003;0;0,003;0,007;0;0;0;0;0;0,003;0;0;0;0;0;0;0,006
X30377.3576720646.1;0,005;0;0,003;0;0;0,003;0;0,059;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0,026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,224;0,656;0;0,03;0;0;0,003;0;0,003;0;0;0,007;0;0;0,003;0;0;0;0;0;0
X30579.5160618446.1;0,004;0;0,003;0;0;0,005;0;0,065;0,011;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0,008;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0,003;0;0;0;0,305;0,583;0;0,022;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0,003
X30781.6744516245.1;0;0;0,018;0,003;0;0,003;0;0,061;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0,006;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0,41;0,456;0;0,03;0;0;0,006;0;0;0;0;0;0;0;0,006;0;0;0;0;0;0,003
X30983.8328414045.1;0,014;0;0,008;0;0;0;0;0,031;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0,006;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0,494;0,421;0,003;0,011;0;0;0;0;0;0;0;0,003;0;0;0,003;0;0;0;0;0;0
X31185.9912311846.1;0,007;0;0,011;0;0;0;0;0,056;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0,011;0;0;0;0;0;0,003;0;0,003;0;0;0;0;0;0;0;0;0;0,487;0,388;0;0,023;0;0;0,006;0;0,003;0,003;0;0;0;0;0,006;0;0,003;0;0;0;0,003
X31388.1496209645.1;0,013;0;0,01;0;0;0;0;0,055;0,003;0;0;0;0;0,003;0;0;0;0;0;0;0,003;0;0,01;0;0;0;0;0;0,003;0,003;0;0;0;0;0;0;0;0;0;0;0,591;0,296;0,003;0,01;0;0;0;0;0,005;0;0;0;0;0;0;0;0;0;0;0;0
X31590.3080107445.2;0,042;0;0,019;0,003;0;0,003;0;0,068;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0,003;0;0;0;0,003;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0,569;0,261;0;0,012;0;0;0,009;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0
X31792.4664005246.1;0,046;0;0,033;0,007;0;0;0;0,079;0,007;0;0;0;0;0;0;0;0;0;0;0;0,007;0;0,003;0;0;0;0;0;0,003;0,003;0;0;0;0,003;0;0;0;0;0;0;0,517;0,252;0;0,013;0;0;0,03;0,003;0,003;0;0;0;0;0;0;0;0,003;0;0;0;0
X31994.6247903046.1;0,059;0;0,015;0,003;0;0;0;0,059;0,003;0;0;0;0;0,003;0;0;0;0;0;0;0,006;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,641;0,199;0;0,003;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0
X32196.7831800845.1;0,051;0;0,032;0;0;0,003;0;0,068;0,029;0,003;0;0;0;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0,661;0,142;0;0,011;0;0;0,014;0;0;0;0;0;0;0;0,003;0;0;0;0;0;0
X32398.9415698645;0,027;0;0,023;0;0;0,003;0;0,058;0,006;0;0;0;0;0,009;0;0;0;0;0,003;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0;0;0;0,461;0,382;0;0,003;0;0;0,023;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0
X32550.5603621996;0,02;0;0,013;0;0;0,01;0;0,197;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0,01;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,204;0,494;0;0,026;0;0;0,013;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0,003
X32601.0999596446.1;0;0;0,016;0,003;0;0,013;0;0,072;0,015;0;0;0;0,003;0;0;0;0,003;0;0;0;0;0,003;0,024;0;0;0;0;0;0;0;0,003;0;0,003;0;0;0;0;0;0;0;0,326;0,486;0;0,034;0,003;0;0,009;0;0;0,009;0;0;0;0,003;0;0;0,006;0;0;0;0
X32651.6395570896.2;0,012;0;0,015;0,009;0;0,018;0;0,073;0,012;0;0;0;0;0,003;0;0;0;0;0,012;0;0,003;0;0,043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,242;0,543;0;0,048;0;0;0;0,003;0;0,003;0;0,006;0;0,003;0;0;0,006;0;0;0,003;0,003
X32702.1791545345.1;0;0;0,02;0,003;0;0,026;0;0,087;0,01;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0,015;0;0;0;0,003;0;0,008;0,003;0;0;0;0;0;0;0,003;0;0;0;0,357;0,436;0,003;0,018;0;0;0,013;0;0;0;0;0;0;0,003;0;0;0,013;0;0;0;0
X32752.7187519796.1;0,008;0;0,009;0,003;0;0,012;0;0,052;0,018;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0,009;0;0;0;0;0;0;0,003;0;0;0;0,003;0;0;0;0;0;0;0,443;0,416;0;0,021;0;0;0,006;0;0;0,003;0;0;0;0;0;0;0,009;0;0;0;0
X32803.2583494245;0,003;0;0,003;0,003;0;0,006;0;0,113;0,025;0;0;0;0;0,006;0;0;0;0;0;0;0,003;0;0,017;0;0;0;0;0;0;0;0,003;0;0,003;0,003;0;0;0;0;0;0;0,423;0,364;0,003;0,046;0;0;0,012;0;0;0;0,003;0;0;0;0,003;0;0,003;0;0;0;0
X32853.7979468695;0,005;0;0,009;0;0;0;0;0,084;0,003;0;0;0;0;0;0;0;0;0;0;0;0,006;0;0,003;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0,403;0,469;0;0,018;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X32904.3375443145.2;0,003;0;0,006;0,003;0;0,009;0;0,072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006;0;0,397;0,452;0;0,019;0;0;0,019;0;0;0,006;0;0;0;0;0;0;0;0;0;0,003;0
X33005.4167392045.1;0,014;0;0,01;0,002;0;0;0;0,13;0,005;0;0;0;0;0,002;0;0;0;0;0,002;0;0,002;0;0,014;0;0;0;0;0;0,005;0;0;0;0;0;0;0;0;0;0;0;0,34;0,46;0;0,017;0;0;0,002;0,005;0,005;0;0;0,002;0;0;0,002;0;0,002;0;0;0;0,002
X33106.4959340945;0;0;0,013;0;0;0;0;0,064;0;0;0;0;0;0;0;0;0;0;0;0;0,006;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19;0,688;0;0,023;0;0;0,006;0;0;0;0;0,006;0;0;0;0;0;0;0;0,003;0,006
X33308.6543238746.1;0,012;0;0,003;0;0;0;0;0,049;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0,003;0;0;0;0;0;0;0;0;0;0,28;0,627;0;0,009;0;0;0,006;0;0;0;0;0,003;0;0;0;0;0,003;0;0;0;0
X33510.8127136546.1;0,045;0;0,014;0;0;0;0;0,065;0;0;0;0;0;0,003;0;0;0;0;0;0;0,006;0,003;0,006;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0,157;0,674;0;0,02;0;0;0,008;0,003;0;0;0;0,003;0;0;0;0;0;0;0;0;0
X33712.9711034346;0,101;0;0,033;0,003;0;0;0;0,012;0,009;0;0;0;0;0,015;0;0;0;0;0;0;0,003;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0,326;0,474;0;0,021;0;0;0,003;0;0;0;0;0,003;0;0;0;0;0;0;0;0,003;0
X33915.1294932145.1;0,173;0;0,093;0;0;0;0;0,023;0,003;0;0;0;0;0,087;0;0;0;0;0;0;0,017;0;0,016;0;0;0;0;0;0,003;0;0,02;0;0;0;0;0;0;0;0;0;0,527;0,05;0;0,003;0;0;0,003;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0,013
X34117.2878829945.1;0,335;0;0,047;0;0;0;0;0,021;0;0;0;0;0;0,092;0;0;0;0;0;0;0;0;0,006;0;0;0;0;0;0;0;0,015;0,003;0;0;0;0;0;0;0;0;0,404;0,03;0;0,009;0;0;0,033;0;0;0;0;0;0;0;0;0;0;0,003;0;0,009;0,006
X34319.4462727745.1;0,218;0;0,164;0;0;0;0;0,022;0,003;0;0;0;0;0,25;0;0;0;0;0;0;0,057;0;0;0;0;0;0;0;0;0;0,022;0;0;0;0;0;0;0;0;0;0,201;0,013;0;0,008;0;0;0,022;0;0;0;0;0,003;0;0;0;0,011;0,003;0,003;0;0,005;0,008
X34521.6046625545.1;0,317;0;0,057;0;0;0;0;0,025;0;0;0;0;0;0,137;0;0;0;0;0;0;0,054;0;0,006;0;0;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0,379;0,017;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0,006;0,006
X34723.7630523346.1;0,427;0;0,062;0;0;0;0;0;0,009;0;0;0;0;0,161;0;0;0;0;0;0;0,056;0;0,006;0;0;0;0;0;0,003;0;0,015;0,012;0;0;0;0;0;0;0;0;0,226;0,007;0;0,003;0;0;0,018;0;0;0;0;0;0;0;0;0;0,003;0;0;0,009;0
X34925.9214421146.1;0,318;0,003;0,053;0;0;0;0;0,019;0;0;0;0;0;0,2;0;0;0;0;0;0;0,041;0;0;0;0;0;0;0;0;0;0,006;0;0;0;0;0;0;0;0;0;0,31;0,006;0;0,006;0;0;0,034;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0,006
X35128.0798318946.1;0,337;0;0,073;0;0;0;0;0,015;0,003;0;0;0;0;0,133;0;0;0;0;0;0;0,036;0;0,003;0;0;0;0;0;0;0;0,009;0;0;0;0;0;0;0;0;0;0,355;0,015;0;0,006;0;0;0,009;0;0;0;0;0,003;0;0;0;0;0;0;0;0,009;0
X35330.2382216745.1;0,576;0;0,051;0;0;0;0;0;0,003;0;0;0;0;0,169;0;0;0;0;0;0;0,033;0;0,003;0;0;0;0;0;0;0;0,006;0;0;0;0;0;0;0;0;0;0,125;0,012;0;0,003;0;0;0,018;0;0;0;0;0;0;0;0;0;0;0;0;0,006;0,003
X35532.3966114545.1;0,405;0;0,078;0;0;0;0;0;0,003;0;0;0;0;0,211;0;0;0;0;0;0;0,11;0;0,006;0;0;0,003;0;0;0;0;0,006;0,003;0;0;0;0;0;0;0;0;0,156;0,008;0;0;0;0;0,003;0;0;0;0;0,003;0;0;0;0,01;0;0;0;0,003;0
X35734.5550012345;0,304;0;0,021;0;0;0;0;0,006;0,003;0;0;0;0;0,103;0;0;0;0;0;0;0,239;0;0,009;0;0;0;0;0;0;0;0,015;0,003;0;0;0;0;0;0;0;0;0,233;0,015;0;0,003;0;0;0,041;0;0;0;0;0;0;0;0,003;0;0;0,003;0;0,012;0,003
X35936.7133910145;0,089;0;0,039;0;0;0;0;0,003;0;0;0;0;0;0,039;0;0;0;0;0;0;0,602;0;0;0;0;0;0;0;0;0;0,036;0;0;0;0;0;0;0;0;0;0,053;0,01;0;0;0;0;0,045;0;0,003;0;0;0;0;0;0;0,055;0;0,013;0;0,013;0,006
X36138.8717807946;0,016;0;0,029;0;0;0;0;0,006;0;0;0;0;0;0,003;0;0;0;0;0;0;0,693;0;0,003;0;0;0;0;0;0;0;0,035;0;0;0;0,003;0;0,009;0;0;0;0,055;0,015;0;0,006;0;0;0,091;0;0,003;0;0;0;0;0;0;0;0;0,006;0;0,029;0
X36341.0301705746;0,01;0;0,059;0;0;0;0;0,003;0,003;0;0;0;0;0,015;0;0;0;0;0;0;0,654;0;0,003;0;0;0;0;0;0;0;0,033;0,006;0;0;0,003;0;0;0;0;0;0,046;0,016;0;0,003;0;0;0,125;0;0;0;0;0;0;0;0;0,006;0;0;0;0,021;0,003
X36543.1885603546;0,008;0;0,015;0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;0,53;0;0;0;0;0;0;0;0;0;0,036;0;0;0;0;0;0;0;0;0;0,075;0,02;0;0;0;0;0,262;0;0,003;0;0;0;0;0;0;0;0;0;0;0,021;0,003
X36745.3469501346;0;0;0,013;0;0;0,003;0;0,016;0;0;0;0;0;0,007;0;0;0;0;0;0;0,487;0;0,003;0;0;0;0;0;0;0;0,052;0;0;0;0;0;0;0;0;0;0,028;0,051;0;0,003;0;0;0,31;0;0;0;0;0;0;0;0;0;0;0;0;0,029;0,003
X36947.5053399145;0;0,006;0,014;0;0;0;0;0,061;0,006;0;0;0;0;0;0;0;0;0;0;0;0,064;0;0,023;0;0;0;0;0;0;0;0,043;0,012;0;0;0;0;0;0;0;0;0,016;0,21;0;0,009;0,003;0;0,357;0;0,003;0;0;0,003;0;0;0;0;0;0,023;0;0,177;0,006
X37149.6637296945;0;0;0,012;0,003;0;0,021;0;0,431;0,006;0;0;0;0,003;0;0;0;0;0;0;0;0;0,003;0,021;0;0;0;0;0;0;0;0;0,003;0;0;0;0;0,015;0;0;0;0,004;0,295;0,003;0,03;0;0;0,018;0;0,003;0;0;0,006;0;0;0;0;0,006;0;0;0,141;0,003
X37351.8221194745;0;0;0;0,006;0;0,037;0;0,262;0,008;0;0;0;0;0;0;0;0;0;0,003;0;0,003;0,003;0,053;0;0;0;0;0;0;0;0;0;0;0;0;0;0,054;0;0;0;0;0,558;0,003;0,034;0;0;0;0,003;0;0;0;0,028;0;0;0,006;0;0,006;0;0;0;0
X37553.9805092546;0;0;0;0,004;0;0,072;0;0,08;0,052;0,008;0;0;0;0;0,004;0;0;0;0,042;0;0;0,008;0,246;0;0;0,004;0;0;0;0;0;0;0,008;0,008;0;0;0,275;0;0;0;0;0,154;0,004;0,144;0;0;0,004;0;0;0,004;0;0,152;0;0;0;0;0,013;0;0;0,004;0
X37756.1388990346;0;0;0;0;0,004;0,066;0;0,053;0,054;0,009;0;0;0;0;0;0;0;0;0,031;0;0,004;0,031;0,273;0;0;0,004;0;0;0;0,004;0;0,009;0,013;0,018;0;0;0,062;0;0;0;0;0,482;0;0,066;0;0;0;0,013;0;0,004;0;0,08;0;0;0,009;0;0,044;0;0;0;0,016
X37958.2972888146;0;0;0;0;0;0,064;0;0,064;0,038;0,078;0;0;0;0;0;0;0,005;0;0,064;0;0,005;0,044;0,333;0;0;0,024;0;0;0;0;0;0;0,024;0,01;0;0;0,049;0;0;0;0,01;0,213;0;0,171;0;0;0,01;0;0;0,005;0,005;0,083;0;0;0,02;0;0,049;0;0;0;0,01
X38160.4556785945;0;0;0,004;0;0;0,071;0;0,054;0,022;0,049;0;0;0;0;0,013;0;0;0;0,076;0;0,004;0,018;0,258;0;0;0,004;0;0;0;0,004;0;0;0,04;0;0;0;0,027;0;0;0;0;0,219;0,009;0,254;0;0;0;0,013;0;0,009;0,004;0,085;0,004;0,009;0,013;0;0,022;0;0;0;0,013
X38362.6140683745;0;0;0,013;0;0;0,085;0;0,072;0,017;0,072;0;0;0;0,004;0,013;0;0,009;0;0,154;0;0;0,013;0,222;0;0,004;0,017;0;0;0;0,004;0;0;0,034;0,013;0;0;0,021;0;0;0;0,017;0,143;0;0,179;0;0;0;0,017;0;0,004;0;0,034;0,009;0,009;0,026;0;0,043;0;0;0,004;0,019
X38564.7724581545;0;0;0,004;0,004;0;0,077;0;0,096;0,007;0,066;0;0;0;0;0,015;0;0,004;0;0,103;0;0,011;0,007;0,181;0;0,004;0,004;0,004;0;0;0;0;0;0,018;0;0;0;0,033;0;0;0;0,013;0,239;0,018;0,151;0;0;0;0,007;0;0;0,004;0,041;0,004;0,007;0,018;0;0,048;0;0;0;0,015
X38868.0100428245;0;0;0;0;0;0,126;0;0,046;0,021;0,113;0;0;0;0;0,004;0;0,008;0;0,155;0;0;0,008;0,285;0;0,004;0,004;0,017;0;0;0;0;0;0,021;0;0;0;0,013;0;0;0;0,011;0,191;0;0,176;0;0;0;0,004;0;0,013;0,004;0,034;0;0;0,013;0;0,029;0;0;0;0,015
X39070.1684326046;0;0;0,005;0,005;0;0,073;0;0,02;0,109;0,064;0;0;0;0;0,02;0;0;0;0,064;0;0;0,02;0,346;0;0,015;0,01;0;0;0;0,005;0;0;0,015;0,024;0;0;0,01;0;0;0;0,01;0,267;0;0,196;0;0;0;0,014;0;0,01;0;0,073;0;0,01;0,005;0;0,068;0;0;0;0,009
X39272.3268223846;0;0;0;0;0;0,121;0;0,111;0;0,03;0;0;0,01;0;0;0;0;0;0,081;0;0;0,01;0,353;0;0;0;0,02;0;0;0;0;0;0,03;0,01;0;0;0,061;0;0;0;0,02;0,121;0,01;0,111;0;0;0;0,029;0,071;0,01;0;0,04;0;0;0;0;0,061;0,01;0;0;0,025
