"","T_ann","T_ann_i","T_ann_s","P_ann","P_ann_i","P_ann_s"
"256",0.627577043154412,6.82757704315441,4.17242295684559,582.658324209795,199.658324209795,244.341675790205
"257",-1.10366136139417,7.81633863860583,5.90366136139417,587.117635738786,316.117635738786,333.882364261214
"258",6.11623337959594,1.09623337959594,2.36376662040406,690.910314569391,148.910314569391,321.089685430609
"259",9.92653918567901,4.90653918567901,5.14346081432099,580.755520383157,168.755520383157,431.244479616843
"260",12.2041065502825,7.18410655028249,5.92589344971751,532.833185015976,303.833185015976,217.166814984024
"261",NA,NA,NA,NA,NA,NA
"262",12.3117163897055,5.78171638970548,5.40828361029452,486.933406121527,257.933406121527,263.066593878473
"263",13.3922325124836,6.86223251248356,4.32776748751643,455.418064858801,226.418064858801,294.581935141199
"264",13.3912943612774,5.9112943612774,4.5687056387226,445.106694693288,231.106694693288,161.893305306712
"265",13.122086187487,6.59208618748695,4.59791381251305,448.992627469494,219.992627469494,301.007372530506
"266",12.8385027424902,5.35850274249019,5.12149725750981,444.254662380275,230.254662380275,143.745337619725
"267",5.13712548494481,3.82712548494481,6.15287451505519,825.169664945862,322.169664945862,289.830335054138
"268",1.88964293302042,13.9896429330204,6.86035706697958,782.498453130724,627.498453130724,332.501546869276
