"";"NameCal";"Loc.Longitude";"Loc.Latitude";"Abies";"Acer.campestre.type";"Ailanthus";"Alnus";"Apiaceae";"Araliaceae";"Artemisia";"Asteraceae";"Betula";"Campanulaceae";"Caprifoliaceae";"Carpinus";"Caryophyllaceae..periporate.excl..Paronychioideae.";"Castanea.sativa";"Celtis";"Chenopodiaceae.Amaranthaceae";"Convolvulaceae";"Corylus";"Cotinus";"Crassulaceae";"Cyperaceae";"Ephedra";"Euptelea";"Fraxinus";"Gentianaceae";"Geraniaceae";"Hippophae.rhamnoides";"Humulus";"Juglans";"Larix";"Leguminosae";"Moraceae";"Nitraria";"Oleaceae";"Ostryopsis";"Picea";"Pinus";"Plantaginaceae";"Poaceae";"Polygala";"Polygonum";"Populus";"Primulaceae";"Quercus";"Ranunculaceae";"Rhamnaceae";"Rhus";"Rosaceae";"Rubiaceae";"Rutaceae";"Salix";"Sanguisorba.minor.type";"Scrophulariaceae";"Solanaceae";"Stellera";"Syringa";"Tamarix";"Thalictrum";"Tilia";"Tsuga";"Ulmus";"Urtica";"Valerianaceae";"Verbenaceae"
"Dambach_a174";"Dambach_a174";8,3632;48,5454;3,99408284;0;0;6,213017751;0,295857988;0;0,147928994;0;4,585798817;0;0;0,73964497;0;0,591715976;0;0,295857988;0;2,366863905;0;0;0,295857988;0;0;2,958579882;0;0;0;0;0;0;0;0;0;0;0;31,21301775;32,69230769;0;3,99408284;0;0;0;0;1,331360947;0;0;0;0,591715976;0;0;1,183431953;0;0;0;0;0;0;0;0;0;0;0,591715976;0;0
"Dambach_a175";"Dambach_a175";8,3632;48,5454;2,362204724;0;0;4,06824147;0;0;0,262467192;0;5,249343832;0;0;1,312335958;0;0;0;0;0;2,099737533;0;0;0,524934383;0;0;0,918635171;0;0;0;0;0,131233596;0,393700787;0;0;0;0;0;32,28346457;38,58267717;0;3,280839895;0;0;0;0;2,887139108;0,131233596;0;0;0,262467192;0;0;0,393700787;0;0;0;0;0;0;0;0;0;0,131233596;0;0;0
"Dambach_a176";"Dambach_a176";8,3632;48,5454;7,875;0,125;0;3,25;0;0;0,25;0;3,625;0;0;0,25;0;0;0;0;0;1,5;0;0;0,25;0;0;1;0;0;0;0;0;0,25;0;0;0;0;0;42,75;31,25;0;1,625;0;0;0;0;1,625;0,125;0;0;0;0;0;0,375;0;0;0;0;0;0;0;0;0;0;0,125;0;0
"Dambach_a177";"Dambach_a177";8,4988;48,5486;14,24;0,16;0;3,04;0;0;0;0;4,48;0;0;0,32;0;0,32;0;0;0;1,76;0;0;0,16;0;0;2,56;0;0;0;0;0,16;0;0;0;0;0;0;34,56;22,08;0;2,24;0;0;0,16;0;1,28;0,32;0;0;0,32;0,48;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a178";"Dambach_a178";8,4988;48,5486;2,304147465;0;0;1,075268817;0;0;0,307219662;0;3,686635945;0;0;0,614439324;0;0;0;0,307219662;0;2,150537634;0;0;0,153609831;0;0;1,075268817;0;0;0;0;0,153609831;0;0;0;0;0;0;61,75115207;16,74347158;0;0,921658986;0;0;0;0;0,768049155;0,153609831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a179";"Dambach_a179";8,4988;48,5486;4,603174603;0;0;1,904761905;0;0;0;0;4,920634921;0;0;0,634920635;0;0,158730159;0;0;0;1,26984127;0;0;0,317460317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62,53968254;14,92063492;0;0,634920635;0;0;0;0;1,428571429;0,634920635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a180";"Dambach_a180";8,4988;48,5486;6,726457399;0;0;2,541106129;0;0;0,149476831;0;3,736920777;0;0;0,448430493;0;0;0;0,149476831;0;2,840059791;0;0;0,448430493;0;0;1,34529148;0;0;0;0;0;0;0;0;0;0;0;54,40956652;16,44245142;0;1,943198804;0;0;0,149476831;0;1,046337818;0,747384155;0;0;0,298953662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a181";"Dambach_a181";8,4988;48,5486;6,038291605;0;0;3,976435935;0,147275405;0;0;0;4,71281296;0;0;1,47275405;0;0,147275405;0;0,147275405;0;2,06185567;0;0;1,620029455;0;0;2,209131075;0;0;0;0;0,29455081;0,147275405;0;0;0;0;0;48,89543446;14,7275405;0;3,681885125;0;0;0;0;1,030927835;0;0;0;0,147275405;0,147275405;0;0,441826215;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a182";"Dambach_a182";15,2;48,55;0,347222222;0;0;2,662037037;0,115740741;0;0,115740741;0;5,208333333;0;0;0,462962963;0;0;0;0,231481481;0;1,967592593;0;0;1,157407407;0;0;0,462962963;0;0;0;0;0,115740741;0;0;0;0;0;0;18,63425926;56,71296296;0;4,166666667;0;0;0;0;1,041666667;0,347222222;0;0;0,115740741;0;0;0,347222222;0;0;0;0;0;0;0;0,115740741;0;0;0;0;0
"Dambach_a183";"Dambach_a183";15,2;48,55;0;0;0;3,400503778;0,377833753;0;0,503778338;0;9,19395466;0;0;0,503778338;0,125944584;0,125944584;0;0,629722922;0;2,01511335;0;0;0,881612091;0;0;1,133501259;0;0;0;0;0;0;0;0;0;0;0;15,61712846;42,19143577;0;9,068010076;0;0,125944584;0;0;1,259445844;0,629722922;0;0;0,377833753;0,503778338;0;0,881612091;0;0;0;0;0;0;0;0,125944584;0;0;0,251889169;0;0
"Dambach_a184";"Dambach_a184";15,2;48,55;1,711840228;0;0;6,134094151;0,427960057;0;0,142653352;0;20,11412268;0;0;0,285306705;0,285306705;0;0;0;0;2,710413695;0;0;6,276747504;0;0;0,285306705;0;0;0;0;0;0;0;0;0;0;0;6,419400856;12,55349501;0;24,96433666;0;0,285306705;0,142653352;0;1,141226819;1,426533524;0;0;0,142653352;0,285306705;0;0,285306705;0;0;0;0;0;0;0;0,427960057;0;0;0,142653352;0,285306705;0
"Dambach_a185";"Dambach_a185";15,2;48,55;0,261780105;0;0;3,403141361;0;0;0,130890052;0;3,403141361;0;0;0,130890052;0;0,130890052;0;0;0;0,654450262;0;0;1,701570681;0;0;0,130890052;0;0;0;0;0,130890052;0;0;0;0;0;0;16,09947644;16,7539267;0;42,67015707;0;0,392670157;0,130890052;0;1,047120419;0,785340314;0;0;0,130890052;0,130890052;0;0,523560209;0;0;0;0;0;0;0;0;0;0;0,261780105;0,130890052;0
"Dambach_a186";"Dambach_a186";15,2;48,55;1,971830986;0;0;10,56338028;0,563380282;0;0,14084507;0;5,774647887;0;0;0,422535211;0,14084507;0;0;0,14084507;0;3,661971831;0;0;3,098591549;0;0;0,14084507;0;0;0;0;0;0;0;0;0;0;0;6,76056338;8,169014085;0;31,54929577;0;0,281690141;0,14084507;0;1,267605634;0,845070423;0;0;0,281690141;0,14084507;0;0,563380282;0;0;0;0;0;0;0;0,845070423;0;0,422535211;0,281690141;0;0
"Dambach_a187";"Dambach_a187";15,5167;48,55;0,693481276;0;0;5,409153953;0,693481276;0;0,554785021;0;8,321775312;0;0;0,693481276;0,138696255;0;0;0,693481276;0;0,970873786;0;0;1,109570042;0;0;0,138696255;0;0;0;0;0;0;0;0;0;0;0;16,0887656;28,98751734;0;9,708737864;0;0;0;0;3,19001387;1,386962552;0;0;0,416088766;0,138696255;0;0,416088766;0;0;0;0;0;0;0;0,138696255;0;0,27739251;0;0;0
"Dambach_a188";"Dambach_a188";15,5167;48,55;0,244200244;0,122100122;0;4,63980464;0,122100122;0;0,366300366;0;4,395604396;0;0;0;0,610500611;0;0;0,366300366;0;0;0;0;9,645909646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,5006105;20,51282051;0;26,37362637;0;0;0;0;0,854700855;0,366300366;0;0;0,366300366;0;0;0,488400488;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a189";"Dambach_a189";15,5167;48,55;0;0,125;0;15,375;0,875;0;0,125;0;3,875;0;0;0;0,25;0;0;0,25;0;0;0;0;8,125;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;3,625;11;0;27,875;0;0;0;0;0,5;0,625;0;0;0,375;0,25;0;0,625;0;0;0;0;0;0;0;0;0;0;0,375;0;0
"Dambach_a190";"Dambach_a190";15,5167;48,55;0;0;0;26,44978784;2,828854314;0;0;0;3,536067893;0;0;0;0,848656294;0;0;0;0;0,141442716;0;0;8,486562942;0;0;0,424328147;0;0;0;0;0;0,282885431;0;0;0;0;0;7,637906648;17,1145686;0;17,25601132;0;0;0;0;0,565770863;0,707213579;0;0;0,141442716;0,99009901;0;0,424328147;0;0;0;0;0;0;0;0;0;0;0,282885431;0;0
"Dambach_a191";"Dambach_a191";15,5167;48,55;0,269179004;0,134589502;0;2,69179004;0,134589502;0;0,807537012;0;5,787348587;0;0;0,67294751;0,538358008;0,134589502;0;1,884253028;0;0,807537012;0;0;0,538358008;0;0;1,884253028;0;0;0;0;0,134589502;0,134589502;0;0;0;0;0;7,267833109;26,6487214;0;11,57469717;0;0;0;0;3,36473755;0,807537012;0;0;0,403768506;0;0;0,269179004;0;0;0;0;0;0;0;0,134589502;0;0;0,538358008;0;0
"Dambach_a192";"Dambach_a192";15,5167;48,55;0,386100386;0,514800515;0;2,574002574;0,257400257;0;0,772200772;0;4,890604891;0;0;0,900900901;0,643500644;0;0;0,257400257;0;0,514800515;0;0;0,514800515;0;0;0,643500644;0;0;0;0;0,257400257;0,128700129;0;0;0;0;0;5,791505792;22,39382239;0;12,61261261;0;0;0;0;1,544401544;0,643500644;0;0;0,257400257;0,257400257;0;1,02960103;0;0;0;0;0;0;0;0;0;0;0,257400257;0;0
"Dambach_a193";"Dambach_a193";15,5167;48,55;0,273597811;0;0;4,377564979;0,273597811;0;0,820793434;0;4,377564979;0;0;0,547195622;0,410396717;0;0;0,820793434;0;1,094391245;0;0;0,410396717;0;0;0,957592339;0;0;0;0;0,273597811;0,136798906;0;0;0;0;0;9,575923393;25,30779754;0;12,44870041;0;0;0;0;3,693570451;0,410396717;0;0;0;0;0;0,410396717;0;0;0;0;0;0;0;0;0;0,547195622;0;0;0
"Dambach_a194";"Dambach_a194";15,5167;48,55;0,501253133;0,125313283;0;4,761904762;0,125313283;0;0,37593985;0;11,02756892;0;0;0,125313283;0,501253133;0;0;0,501253133;0;1,629072682;0;0;1,002506266;0;0;1,879699248;0;0;0;0;0,37593985;0;0;0;0;0;0;7,142857143;19,79949875;0;12,78195489;0;0;0;0;2,756892231;0,501253133;0;0;0,37593985;0;0;0,751879699;0;0;0;0;0;0;0;0;0;0,125313283;0,250626566;0;0
"Dambach_a195";"Dambach_a195";8,3555;48,5606;3,96039604;0;0;8,486562942;0;0;0;0;12,72984441;0;0;0,282885431;0;0,565770863;0;0,141442716;0;2,121640736;0;0;1,414427157;0;0;1,838755304;0;0;0;0;0;0,282885431;0;0;0;0;0;20,08486563;41,15983027;0;1,414427157;0;0;0;0;0,424328147;0,282885431;0;0;0,141442716;0,424328147;0;0,141442716;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a196";"Dambach_a196";8,3555;48,5606;2,611367127;0;0;0,921658986;0,153609831;0;0,153609831;0;9,523809524;0;0;0,153609831;0,307219662;0,460829493;0;0;0;1,228878648;0;0;10,13824885;0;0;1,382488479;0;0;0;0;0,153609831;0,153609831;0;0;0;0;0;25,96006144;38,40245776;0;2,304147465;0;0;0;0;0,307219662;0,921658986;0;0;0;0,153609831;0;0,153609831;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a197";"Dambach_a197";8,3555;48,5606;2,739726027;0,136986301;0;3,150684932;0;0;0;0;13,97260274;0;0;0,273972603;0;0;0;0;0;2,328767123;0;0;0,95890411;0;0;1,780821918;0;0;0;0;0;0,273972603;0;0;0;0;0;5,479452055;61,36986301;0;0,684931507;0;0;0;0;0,547945205;0,684931507;0;0;0,136986301;0;0;0,547945205;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a198";"Dambach_a198";8,3555;48,5606;2,317073171;0;0;3,658536585;0,12195122;0;0,12195122;0;16,70731707;0;0;0,609756098;0,12195122;0;0;0;0;2,073170732;0;0;0,487804878;0;0;0,12195122;0;0;0;0;0;0;0;0;0;0;0;26,70731707;40,24390244;0;1,341463415;0;0;0;0;0,853658537;0,365853659;0;0;0,243902439;0,12195122;0;0,365853659;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a199";"Dambach_a199";8,3555;48,5606;1,707317073;0,12195122;0;2,926829268;0;0;0;0;26,95121951;0;0;0,243902439;0;0;0;0;0;1,707317073;0;0;0,12195122;0;0;0,487804878;0;0;0;0;0;0,12195122;0;0;0;0;0;34,63414634;27,68292683;0;0,975609756;0;0;0;0;0,243902439;0,12195122;0;0;0;0;0;0,12195122;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a200";"Dambach_a200";8,3777;48,5607;2,887537994;0;0;2,279635258;0,151975684;0;0,151975684;0;8,662613982;0;0;0,759878419;0;0,911854103;0;0,455927052;0;4,559270517;0;0;6,382978723;0;0;1,671732523;0;0;0;0;0;0;0;0;0;0;0;24,62006079;23,556231;0;13,06990881;0;0;0,303951368;0;1,519756839;1,215805471;0;0;0,303951368;0;0;1,215805471;0;0;0;0;0;0;0;0,151975684;0;0;0;0;0
"Dambach_a201";"Dambach_a201";8,3777;48,5607;6,117021277;0;0;5,45212766;0;0;0;0;5,186170213;0;0;0,79787234;0;0,132978723;0;0;0;2,260638298;0;0;1,994680851;0;0;2,127659574;0;0;0;0;0,265957447;0;0;0;0;0;0;21,27659574;40,82446809;0;7,04787234;0;0;0,132978723;0;1,329787234;0,265957447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,132978723;0;0;0
"Dambach_a202";"Dambach_a202";8,3777;48,5607;5,333333333;0;0;4,740740741;0;0;0,296296296;0;5,185185185;0;0;0,888888889;0;0,592592593;0;0;0;1,925925926;0;0;3,111111111;0;0;1,481481481;0;0;0;0;0;0;0;0;0;0;0;32,2962963;22,66666667;0;13,33333333;0;0;0;0;1,185185185;0,592592593;0;0;0,148148148;0,444444444;0;0,148148148;0;0;0;0;0;0;0;0,148148148;0;0,148148148;0;0;0
"Dambach_a203";"Dambach_a203";8,3777;48,5607;3,590425532;0;0;3,590425532;0;0;0,39893617;0;9,973404255;0;0;1,462765957;0;0,664893617;0;0,132978723;0;3,856382979;0;0;3,058510638;0;0;1,994680851;0;0;0;0;0;0;0;0;0;0;0;22,34042553;26,59574468;0;11,17021277;0;0;0,265957447;0;2,393617021;0,265957447;0;0;0,39893617;0;0;0,531914894;0;0;0;0;0;0;0;0;0;0,265957447;0;0;0
"Dambach_a204";"Dambach_a204";8,3777;48,5607;9,691629956;0;0;3,377386197;0;0;0;0;4,845814978;0;0;0,587371512;0;0,146842878;0;0;0;4,6989721;0;0;4,552129222;0;0;2,643171806;0;0;0;0;0,293685756;0,293685756;0;0;0;0;0;19,23641703;30,10279001;0;11,30690162;0;0;0,440528634;0;1,027900147;0,440528634;0;0;0,587371512;0,146842878;0;0,440528634;0;0;0;0;0;0;0;0;0;0,146842878;0;0;0
"Dambach_a205";"Dambach_a205";8,3777;48,5607;6,25;0;0;3,267045455;0;0;0;0;4,829545455;0;0;1,136363636;0,142045455;0;0;0,284090909;0;3,693181818;0;0;1,5625;0;0;0,568181818;0;0;0;0;0;0;0;0;0;0;0;36,22159091;27,27272727;0;3,977272727;0;0;0;0;1,136363636;0,284090909;0;0;0,142045455;0,142045455;0;0,852272727;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a206";"Dambach_a206";15,15;48,5667;1,032110092;0,114678899;0;2,866972477;0,229357798;0;0,229357798;0;5,619266055;0;0;1,032110092;0,229357798;0,114678899;0;0,688073394;0;1,376146789;0;0;0,802752294;0;0;0,344036697;0;0;0;0;0;0;0;0;0;0;0;15,82568807;53,89908257;0;4,472477064;0;0;0;0;2,866972477;0,229357798;0;0;0,114678899;0,229357798;0;0,573394495;0;0;0;0;0;0;0;0,114678899;0;0;0;0;0
"Dambach_a207";"Dambach_a207";15,15;48,5667;0,96969697;0,121212121;0;3,151515152;0,484848485;0;0,363636364;0;7,272727273;0;0;0,606060606;0,121212121;0,363636364;0;0,484848485;0;2,060606061;0;0;0,96969697;0;0;0,96969697;0;0;0;0;0,242424242;0;0;0;0;0;0;15,27272727;45,21212121;0;8,484848485;0;0;0;0;1,575757576;0,242424242;0;0;0,121212121;0,727272727;0;0,848484848;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a208";"Dambach_a208";15,15;48,5667;0,26560425;0;0;4,11686587;0,531208499;0;0;0;6,905710491;0;0;0,531208499;0,26560425;0;0;0,132802125;0;1,062416999;0;0;0,26560425;0;0;0,929614874;0;0;0;0;0;0;0;0;0;0;0;14,87383798;59,62815405;0;0,398406375;0;0;0,132802125;0;0,929614874;0,26560425;0;0;0;0,398406375;0;0,132802125;0;0;0;0;0;0;0;0;0;0;0,132802125;0;0
"Dambach_a209";"Dambach_a209";15,15;48,5667;0,39893617;0;0;2,393617021;0,531914894;0;0,132978723;0;6,914893617;0;0;0,664893617;0;0;0;0,531914894;0;1,063829787;0;0;0,79787234;0;0;0,79787234;0;0;0;0;0;0;0;0;0;0;0;15,95744681;54,5212766;0;4,388297872;0;0;0;0;1,861702128;0,39893617;0;0;0,132978723;0,39893617;0;0,39893617;0;0;0;0;0;0;0;0,132978723;0;0;0,132978723;0;0
"Dambach_a210";"Dambach_a210";15,1667;48,5667;6,921944035;0;0;3,387334315;0,147275405;0;0,147275405;0;5,449189985;0;0;0,58910162;0,147275405;0;0;0,58910162;0;1,17820324;0;0;0,88365243;0;0;1,030927835;0;0;0;0;0;0;0;0;0;0;0;26,80412371;24,74226804;0;17,37849779;0;0;0;0;2,06185567;0,736377025;0;0;0;0;0;0,29455081;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a211";"Dambach_a211";15,1667;48,5667;0,27100271;0;0;1,35501355;0,81300813;0;0;0;2,258355917;0;0;0,180668473;1,08401084;0;0;0,090334237;0;1,08401084;0;0;2,7100271;0;0;0,54200542;0;0;0;0;0;0;0;0;0;0;0;5,149051491;12,73712737;0;56,36856369;0;0,090334237;0;0;0,27100271;0,54200542;0;0;0;0,180668473;0;0;0;0;0;0;0;0;0;0;0;0,090334237;0;0;0
"Dambach_a212";"Dambach_a212";15,1667;48,5667;1,282051282;0;0;12,82051282;0,512820513;0;0;0;3,846153846;0;0;0;0;0;0;0;0;3,333333333;0;0;3,846153846;0;0;0,256410256;0;0;0;0;0;0;0;0;0;0;0;5,128205128;8,974358974;0;34,23076923;0;0,128205128;0;0;0,512820513;1,538461538;0;0;0;0,128205128;0;0;0;0;0;0;0;0;0;0,384615385;0;0;0;0;0
"Dambach_a213";"Dambach_a213";15,1667;48,5667;0,162074554;0;0;6,969205835;2,106969206;0;0;0;3,889789303;0;0;0,162074554;0;0;0;0,162074554;0;1,13452188;0;0;6,969205835;0;0;1,782820097;0;0;0;0;0;0;0;0;0;0;0;4,376012966;7,617504052;0;43,76012966;0;0,324149109;0;0;0,972447326;1,458670989;0;0;0,324149109;0,162074554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a214";"Dambach_a214";15,3667;48,5667;0,529100529;0;0;1,587301587;0,132275132;0;0,264550265;0;4,894179894;0;0;0,529100529;0;0;0;0,396825397;0;0,793650794;0;0;0,661375661;0;0;0,132275132;0;0;0;0;0,132275132;0,132275132;0;0;0;0;0;43,65079365;32,67195767;0;6,613756614;0;0;0;0;1,71957672;0,529100529;0;0;0;0;0;0,264550265;0;0;0;0;0;0;0;0,132275132;0;0,132275132;0;0;0
"Dambach_a215";"Dambach_a215";15,3667;48,5667;0,109529025;0;0;3,176341731;0,21905805;0;0,21905805;0;5,257393209;0;0;0,328587076;0;0;0;0,438116101;0;0,876232202;0;0;0,438116101;0;0;0,657174151;0;0;0;0;0,109529025;0;0;0;0;0;0;27,8203724;9,748083242;0;39,86856517;0;0;0;0;1,642935378;0,328587076;0;0;0;0,109529025;0;0,438116101;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a216";"Dambach_a216";15,3667;48,5667;0;0,12755102;0;5,229591837;0,382653061;0;0;0;7,270408163;0;0;0,637755102;0;0;0;0,255102041;0;1,530612245;0;0;0,892857143;0;0;0,637755102;0;0;0;0;0;0;0;0;0;0;0;12,37244898;13,39285714;0;38,52040816;0;0;0;0;3,06122449;0,12755102;0;0;0,382653061;0;0;0,637755102;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a217";"Dambach_a217";15,3667;48,5667;0,14084507;0,14084507;0;3,661971831;0,14084507;0;0,281690141;0;5,633802817;0;0;0,422535211;0,14084507;0,14084507;0;0,281690141;0;0,845070423;0;0;0;0;0;0,281690141;0;0;0;0;0,14084507;0;0;0;0;0;0;32,53521127;19,71830986;0;11,54929577;0;0;0;0;1,408450704;0,422535211;0;0;0,14084507;0,281690141;0;0,422535211;0;0;0;0;0;0;0;0,281690141;0;0;0,14084507;0;0
"Dambach_a218";"Dambach_a218";15,3667;48,5667;0;0;0;2,281368821;0,095057034;0;0,285171103;0;3,517110266;0;0;3,707224335;0;0;0;0,095057034;0;0,380228137;0;0;0,095057034;0;0;0,285171103;0;0;0;0;0;0;0;0;0;0;0;24,7148289;9,980988593;0;50,38022814;0;0;0;0;1,045627376;0,095057034;0;0;0;0;0;0,190114068;0;0;0;0;0;0;0;0,095057034;0;0,095057034;0;0;0
"Dambach_a219";"Dambach_a219";15,3833;48,5667;0;0;0;3,328290469;0,453857791;0;0,453857791;0;4,387291982;0;0;0,302571861;0,15128593;0;0;0,15128593;0;1,815431165;0;0;0,453857791;0;0;0,907715582;0;0;0;0;0,302571861;0;0;0;0;0;0;38,27534039;17,70045386;0;14,97730711;0;0;0;0;2,269288956;0,453857791;0;0;0,302571861;0;0;0,453857791;0;0;0;0;0;0;0;0,15128593;0;0;0,15128593;0;0
"Dambach_a220";"Dambach_a220";15,3833;48,5667;0;0,112485939;0;4,049493813;6,861642295;0;0,112485939;0;3,712035996;0;0;0,112485939;0,562429696;0,224971879;0;0,224971879;0;1,012373453;0;0;1,687289089;0;0;0,224971879;0;0;0;0;0;0;0;0;0;0;0;12,5984252;15,63554556;0;28,79640045;0;0;0;0;1,237345332;0,674915636;0;0;0,337457818;0,787401575;0;0,224971879;0;0;0;0;0;0;0;0;0;0,112485939;0;0;0
"Dambach_a221";"Dambach_a221";15,3833;48,5667;0;0;0;2,547770701;3,057324841;0;0;0;1,910828025;0;0;0;0,25477707;0;0;0,127388535;0;0,636942675;0;0;2,420382166;0;0;0,76433121;0;0;0;0;0;0,127388535;0;0;0;0;0;9,936305732;10,70063694;0;34,64968153;0;0;0;0;1,01910828;1,01910828;0;0;0,127388535;0;0;0,50955414;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a222";"Dambach_a222";15,3833;48,5667;0,120192308;0;0;1,322115385;5,408653846;0;0,120192308;0;2,043269231;0;0;0,600961538;0,240384615;0;0;0,120192308;0;0,120192308;0;0;0,961538462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,971153846;14,90384615;0;38,58173077;0;0;0;0;1,802884615;2,403846154;0;0;0,120192308;0,120192308;0;0,480769231;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dambach_a223";"Dambach_a223";15,4167;48,5667;0;0,283687943;0;3,829787234;0,283687943;0;0,567375887;0;6,524822695;0;0;0,85106383;0,283687943;0;0;0,425531915;0;1,560283688;0;0;0,709219858;0;0;0,992907801;0;0;0;0;0,141843972;0,141843972;0;0;0;0;0;21,27659574;16,87943262;0;10,63829787;0;0;0;0;5,390070922;0,425531915;0;0;0,141843972;0,283687943;0;0,709219858;0;0;0;0;0;0;0;2,269503546;0;0;0;0;0
"Dambach_a224";"Dambach_a224";15,4167;48,5667;0,142857143;0;0;4,571428571;0;0;0,428571429;0;6,714285714;0;0;0,285714286;0,142857143;0;0;0,428571429;0;0,714285714;0;0;0,428571429;0;0;1,857142857;0;0;0;0;0;0;0;0;0;0;0;24;18,71428571;0;11,14285714;0;0;0;0;4,714285714;0,428571429;0;0;0,142857143;0;0;0,571428571;0;0;0;0;0;0;0;2,428571429;0;0;0;0;0
"Dambach_a225";"Dambach_a225";15,4167;48,5667;0;0;0;3,062787136;0,306278714;0;0,612557427;0;5,513016845;0;0;0,45941807;0,45941807;0;0;0,765696784;0;0,153139357;0;0;0,153139357;0;0;0,765696784;0;0;0;0;0;0,153139357;0;0;0;0;0;26,9525268;24,34915773;0;8,882082695;0;0;0;0;3,522205207;0,153139357;0;0;0;0;0;0,306278714;0;0;0;0;0;0;0;0,918836141;0;0;0;0;0
"Dambach_a226";"Dambach_a226";15,4167;48,5667;0;0,810372771;0;5,024311183;0,324149109;0;0,486223663;0;8,914100486;0;0;0,972447326;0,324149109;0;0;0,324149109;0;0,648298217;0;0;0,486223663;0;0;0,648298217;0;0;0;0;0;0,324149109;0;0;0;0;0;33,87358185;18,47649919;0;7,94165316;0;0;0;0;4,051863857;0,324149109;0;0;0,324149109;0;0;0,972447326;0;0;0;0;0;0;0;2,26904376;0;0;0;0;0
"Dambach_a227";"Dambach_a227";15,5167;48,5667;0,145348837;0,290697674;0;4,215116279;0,145348837;0;0,290697674;0;5,813953488;0;0;0,290697674;0,436046512;0;0;0,436046512;0;0,290697674;0;0;0,581395349;0;0;0,726744186;0;0;0;0;0;0,290697674;0;0;0;0;0;27,47093023;19,9127907;0;9,738372093;0;0;0;0;2,761627907;0,581395349;0;0;0,581395349;0,436046512;0;0,145348837;0;0;0;0;0;0;0;0,726744186;0;0;0;0;0
"Dambach_a228";"Dambach_a228";15,5167;48,5667;1,100412655;0;0;7,977991747;0,687757909;0;0,275103164;0;10,86657497;0,137551582;0;1,237964237;0,412654746;0,275103164;0;0,687757909;0;2,063273728;0;0;0,275103164;0;0;1,5130674;0;0;0;0;0;0,412654746;0;0;0;0;0;12,51719395;21,73314993;0;9,903713893;0;0;0;0;4,539202201;0,550206327;0;0;0,687757909;0;0;0,550206327;0;0;0;0;0;0;0;0,137551582;0;0;0;0;0
"Dambach_a229";"Dambach_a229";15,5167;48,5667;1,147776184;0,143472023;0;6,456241033;0,430416069;0;0,430416069;0;10,47345768;0;0;1,004304161;0,143472023;0;0;0,717360115;0;3,586800574;0;0;0,573888092;0;0;1,721664275;0;0;0;0;0,286944046;0,573888092;0;0;0;0;0;16,49928264;20,37302726;0;8,177905308;0;0;0;0;4,447632712;0,573888092;0;0;1,43472023;0;0;1,147776184;0;0;0;0;0;0;0;0,286944046;0;0;0;0;0
"Dambach_a230";"Dambach_a230";15,5167;48,5667;0,712250712;0,142450142;0;5,555555556;0,56980057;0;0,427350427;0;8,689458689;0;0;1,13960114;0,427350427;0,284900285;0;0,712250712;0;0,854700855;0;0;0,142450142;0;0;0,427350427;0;0;0;0;0,284900285;0,427350427;0;0;0;0;0;18,23361823;23,21937322;0;11,11111111;0;0,142450142;0;0;4,273504274;0,854700855;0;0;0,997150997;0,284900285;0;0,284900285;0;0;0;0;0;0;0;0,284900285;0;0,142450142;0;0;0
"Dambach_a231";"Dambach_a231";15,5167;48,5667;2,170767004;0,1447178;0;5,643994211;0,289435601;0;0,1447178;0;7,380607815;0;0;0,578871201;0;0;0;0,289435601;0;0,434153401;0;0;0,868306802;0;0;1,302460203;0;0;0;0;0,1447178;0,1447178;0;0;0;0;0;22,14182344;26,62807525;0;12,44573082;0;0;0;0;2,460202605;0,434153401;0;0;0;0;0;0,434153401;0;0;0;0;0;0;0;0;0;0,1447178;0,434153401;0;0
