;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;AQUA;ANTH
67539,25792;0;3,274826682;3,274826682;3,274826682;3,274826682;3,274826682;3,274826682;3,274826682;3,274826682;4,68497381;17,59796124;16,18781412;5,429399775;5,429399775;0;0
67711,06376;0;3,046737386;3,046737386;3,046737386;3,046737386;3,046737386;3,046737386;3,046737386;3,046737386;4,949747468;17,29266369;15,38965361;4,156602851;4,156602851;0;0
67827,28536;0;2,650826607;3,409291372;3,409291372;3,409291372;3,409291372;3,409291372;3,409291372;3,409291372;4,922517933;18,18349318;15,91180185;3,935559108;3,935559108;0;0
68019,30364;0;2,577374071;3,298767306;3,298767306;3,298767306;3,298767306;3,298767306;3,298767306;3,298767306;4,897937923;18,62772442;16,30716057;3,818670288;3,818670288;0;0
68191,10948;1,155362454;3,588882189;4,744244643;4,744244643;4,744244643;4,744244643;4,744244643;3,588882189;3,588882189;5,892004703;23,85372784;18,08451796;4,038545083;4,038545083;0;0
68342,70286;0,827383587;6,035857221;6,539924601;6,953616394;6,953616394;6,953616394;6,953616394;5,712541014;5,712541014;5,182046283;13,61769187;20,15761647;2,79574895;2,79574895;0;0
68494,29625;0,686202448;6,81272542;6,126522972;6,81272542;6,81272542;7,498927868;6,81272542;6,126522972;5,440320524;6,036549502;19,6010477;16,26000893;4,396136743;4,396136743;0;0
68661,04897;0,728647926;6,33745911;6,33745911;6,33745911;6,33745911;6,33745911;6,33745911;6,33745911;6,33745911;6,150539404;18,11179057;16,84141442;2,886109212;2,886109212;0;0
68848,01415;1,305259974;7,606554175;6,953924188;7,606554175;7,606554175;7,606554175;7,606554175;5,648664214;5,648664214;6,255007442;21,65786159;19,0936284;2,467951636;2,467951636;0;0
69034,97932;0,714213553;7,189106788;7,189106788;7,189106788;7,189106788;7,189106788;7,189106788;6,474893235;6,474893235;5,689404535;17,86583095;17,22289255;0,714213553;0,714213553;0;0
69201,73204;1,148120987;8,28597464;8,925576782;8,925576782;8,925576782;8,925576782;8,925576782;7,777455795;7,777455795;5,765282647;29,84715551;11,44976653;1,279204284;1,279204284;0;0
69388,69722;1,962689453;7,542353699;8,98514017;8,263746935;8,263746935;8,263746935;8,263746935;6,301057482;6,301057482;6,963709759;25,08840247;20,50037129;1,442786471;1,442786471;0;0
69555,44994;0;4,160314796;4,160314796;4,160314796;4,160314796;4,160314796;4,160314796;4,160314796;4,160314796;5,925912453;17,40115098;15,63555332;0;0;0;0
69727,25578;0;3,712911836;3,712911836;3,712911836;3,712911836;3,712911836;3,712911836;3,712911836;3,712911836;5,879195106;18,32683125;16,16054797;0;0;0;0
69914,22095;0,693103311;3,900019852;4,593123163;3,900019852;3,900019852;3,900019852;3,900019852;3,206916541;3,206916541;5,593083301;23,55774225;20,47847217;3,01309316;3,01309316;0;0
70101,18613;0;3,384748395;3,384748395;3,384748395;3,384748395;3,384748395;3,384748395;3,384748395;3,384748395;5,058355118;19,63122733;17,95762061;2,453923206;2,453923206;0;0
70247,7264;0;3,365703047;3,365703047;3,365703047;3,365703047;3,365703047;3,365703047;3,365703047;3,365703047;5,030551819;19,87789001;18,21304124;2,439592773;2,439592773;0;0
70434,69157;0;3,257470046;3,257470046;3,257470046;3,257470046;3,257470046;3,257470046;3,257470046;3,257470046;5,005552477;18,91146135;17,16337892;2,483277411;2,483277411;0;0
70621,65675;0;3,276576735;3,276576735;3,276576735;3,276576735;3,276576735;3,276576735;3,276576735;3,276576735;4,921290593;18,91595211;17,27123825;2,498314032;2,498314032;0;0
70788,40947;0;3,296003095;3,296003095;3,296003095;3,296003095;3,296003095;3,296003095;3,296003095;3,296003095;4,833594563;18,91843196;17,38084049;3,311323384;3,311323384;0;0
70975,37465;0;3,257470046;3,257470046;3,257470046;3,257470046;3,257470046;3,257470046;3,257470046;3,257470046;4,660710482;19,02297938;17,61973894;4,046749317;4,046749317;0;0
71147,18048;0;3,046737386;3,046737386;3,046737386;3,046737386;3,046737386;3,046737386;3,046737386;3,046737386;4,489117274;19,58504413;18,14266424;5,041519001;5,041519001;0;0
71334,14566;0;4,878203537;4,163989984;3,645238818;4,878203537;3,645238818;4,878203537;2,931025264;2,931025264;4,323415224;22,90774086;19,56817263;5,895964632;5,895964632;0;0
