;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;AQUA;ANTH
20796,93151;2,12811347;7,67937881;7,67937881;7,67937881;7,67937881;7,67937881;7,67937881;5,551265341;5,551265341;7,088429238;22,99516514;17,2017743;0,438875352;0,438875352;0;0
20800,76981;2,137749393;7,681503049;7,681503049;7,681503049;7,681503049;7,681503049;7,681503049;5,543753656;5,543753656;7,096042463;23,03322225;17,20543466;0,462254225;0,462254225;0;0
20804,6081;2,147316613;7,683546098;7,683546098;7,683546098;7,683546098;7,683546098;7,683546098;5,536229485;5,536229485;7,103585541;23,07100989;17,20902061;0,484638703;0,484638703;0;0
20808,4464;2,156871096;7,685560447;7,685560447;7,685560447;7,685560447;7,685560447;7,685560447;5,528689351;5,528689351;7,111111357;23,10868562;17,21252142;0,50603944;0,50603944;0;0
20812,28469;2,166383388;7,687513181;7,687513181;7,687513181;7,687513181;7,687513181;7,687513181;5,521129794;5,521129794;7,118587376;23,14617288;17,21594852;0,526575419;0,526575419;0;0
20816,12298;2,175833285;7,689401153;7,689401153;7,689401153;7,689401153;7,689401153;7,689401153;5,513567868;5,513567868;7,125996479;23,18343247;17,21933729;0,546348479;0,546348479;0;0
20819,96128;2,185271613;7,691272523;7,691272523;7,691272523;7,691272523;7,691272523;7,691272523;5,506000909;5,506000909;7,133401794;23,22057229;17,22262818;0,565327475;0,565327475;0;0
20823,79957;2,193986907;7,69081595;7,69081595;7,69081595;7,69081595;7,69081595;7,69081595;5,496829043;5,496829043;7,13865488;23,2505342;17,22073454;0,583392132;0,583392132;0;0
20827,63787;2,202634356;7,690287222;7,690287222;7,690287222;7,690287222;7,690287222;7,690287222;5,487652865;5,487652865;7,14384364;23,2802393;17,21877982;0,600900539;0,600900539;0;0
20831,47616;2,211266947;7,689732471;7,689732471;7,689732471;7,689732471;7,689732471;7,689732471;5,478465524;5,478465524;7,14901491;23,30982556;17,21674228;0,617898323;0,617898323;0;0
20835,31446;2,219857373;7,689124363;7,689124363;7,689124363;7,689124363;7,689124363;7,689124363;5,46926699;5,46926699;7,15414139;23,33923334;17,21464419;0,634426485;0,634426485;0;0
20839,15275;2,228384764;7,688455512;7,688455512;7,688455512;7,688455512;7,688455512;7,688455512;5,460070749;5,460070749;7,159214466;23,36839889;17,21248565;0,650430681;0,650430681;0;0
20842,99105;2,236896874;7,687767866;7,687767866;7,687767866;7,687767866;7,687767866;7,687767866;5,450870992;5,450870992;7,164254221;23,3974222;17,21024522;0,666127337;0,666127337;0;0
20846,82934;2,245369716;7,687021851;7,687021851;7,687021851;7,687021851;7,687021851;7,687021851;5,441652135;5,441652135;7,169267482;23,42627754;17,20792276;0,681449998;0,681449998;0;0
20850,66764;2,253779783;7,686211773;7,686211773;7,686211773;7,686211773;7,686211773;7,686211773;5,432431989;5,432431989;7,174224504;23,45488899;17,20553691;0,696425082;0,696425082;0;0
20854,50593;2,262174046;7,685367754;7,685367754;7,685367754;7,685367754;7,685367754;7,685367754;5,423193708;5,423193708;7,179156988;23,4833956;17,20308423;0,711070374;0,711070374;0;0
20858,34423;2,270531872;7,684482551;7,684482551;7,684482551;7,684482551;7,684482551;7,684482551;5,413950679;5,413950679;7,184056514;23,51171995;17,20055037;0,725409146;0,725409146;0;0
20862,34853;2,256662889;7,612554039;7,612554039;7,612554039;7,612554039;8,725759718;8,725759718;6,469096829;5,35589115;7,122229559;24,43696022;17,04409035;0,726756443;0,726756443;0;0
20866,35284;2,285615534;7,677784967;7,677784967;7,677784967;7,677784967;7,677784967;7,677784967;5,392169433;5,392169433;7,195218479;23,57151345;17,19723333;0,752309186;0,752309186;0;0
